Name,Text
CVE-2020-5300,"In Hydra (an OAuth2 Server and OpenID Certified™ OpenID Connect Provider written in Go), before version 1.4.0+oryOS.17, when using client authentication method 'private_key_jwt' [1], OpenId specification says the following about assertion `jti`: ""A unique identifier for the token, which can be used to prevent reuse of the token. These tokens MUST only be used once, unless conditions for reuse were negotiated between the parties"". Hydra does not check the uniqueness of this `jti` value. Exploiting this vulnerability is somewhat difficult because: - TLS protects against MITM which makes it difficult to intercept valid tokens for replay attacks - The expiry time of the JWT gives only a short window of opportunity where it could be replayed This has been patched in version v1.4.0+oryOS.17"
CVE-2020-0688,"A remote code execution vulnerability exists in Microsoft Exchange software when the software fails to properly handle objects in memory, aka 'Microsoft Exchange Memory Corruption Vulnerability'."
CVE-2017-14486,"The Vibease Wireless Remote Vibrator app for Android and the Vibease Chat app for iOS use cleartext to exchange messages with other apps and the PLAIN SASL mechanism to send auth tokens to Vibease servers, which allows remote attackers to obtain user credentials, messages, and other sensitive information by sniffing the network for XMPP traffic."
CVE-2013-5576,"administrator/components/com_media/helpers/media.php in the media manager in Joomla! 2.5.x before 2.5.14 and 3.x before 3.1.5 allows remote authenticated users or remote attackers to bypass intended access restrictions and upload files with dangerous extensions via a filename with a trailing . (dot), as exploited in the wild in August 2013."
CVE-2016-3088,The Fileserver web application in Apache ActiveMQ 5.x before 5.14.0 allows remote attackers to upload and execute arbitrary files via an HTTP PUT followed by an HTTP MOVE request.
CVE-2013-4854,"The RFC 5011 implementation in rdata.c in ISC BIND 9.7.x and 9.8.x before 9.8.5-P2, 9.8.6b1, 9.9.x before 9.9.3-P2, and 9.9.4b1, and DNSco BIND 9.9.3-S1 before 9.9.3-S1-P1 and 9.9.4-S1b1, allows remote attackers to cause a denial of service (assertion failure and named daemon exit) via a query with a malformed RDATA section that is not properly handled during construction of a log message, as exploited in the wild in July 2013."
CVE-2011-1752,"The mod_dav_svn module for the Apache HTTP Server, as distributed in Apache Subversion before 1.6.17, allows remote attackers to cause a denial of service (NULL pointer dereference and daemon crash) via a request for a baselined WebDAV resource, as exploited in the wild in May 2011."
CVE-2017-10810,Memory leak in the virtio_gpu_object_create function in drivers/gpu/drm/virtio/virtgpu_object.c in the Linux kernel through 4.11.8 allows attackers to cause a denial of service (memory consumption) by triggering object-initialization failures.
CVE-2020-12769,"An issue was discovered in the Linux kernel before 5.4.17. drivers/spi/spi-dw.c allows attackers to cause a panic via concurrent calls to dw_spi_irq and dw_spi_transfer_one, aka CID-19b61392c5a8."
CVE-2017-10910,MQTT.js 2.x.x prior to 2.15.0 issue in handling PUBLISH tickets may lead to an attacker causing a denial-of-service condition.
CVE-2017-8759,"Microsoft .NET Framework 2.0, 3.5, 3.5.1, 4.5.2, 4.6, 4.6.1, 4.6.2 and 4.7 allow an attacker to execute code remotely via a malicious document or application, aka "".NET Framework Remote Code Execution Vulnerability."""
CVE-2017-11847,"Windows kernel in Windows 7 SP1, Windows Server 2008 SP2 and R2 SP1, Windows 8.1 and RT1, Windows Server 2012 and R2, Windows 10 Gold, 1511, 1607, 1703, and 1709, Windows Server 2016, and Windows Server, version 1709 allows an attacker to run arbitrary code in kernel mode, install programs, view, change or delete data, and create new accounts with full user rights due to improperly handing objects in memory, aka ""Windows Kernel Elevation of Privilege Vulnerability""."
CVE-2018-19830,"The UBSexToken() function of a smart contract implementation for Business Alliance Financial Circle (BAFC), an tradable Ethereum ERC20 token, allows attackers to change the owner of the contract, because the function is public (by default) and does not check the caller's identity."
CVE-2019-18234,"Equinox Control Expert all versions, is vulnerable to an SQL injection attack, which may allow an attacker to remotely execute arbitrary code."
CVE-2013-0640,"Adobe Reader and Acrobat 9.x before 9.5.4, 10.x before 10.1.6, and 11.x before 11.0.02 allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted PDF document, as exploited in the wild in February 2013."
CVE-2021-35223,"The Serv-U File Server allows for events such as user login failures to be audited by executing a command. This command can be supplied with parameters that can take the form of user string variables, allowing remote code execution."
CVE-2021-35062,A Shell Metacharacter Injection vulnerability in result.php in DRK Odenwaldkreis Testerfassung March-2021 allow an attacker with a valid token of a COVID-19 test result to execute shell commands with the permissions of the web server.
CVE-2021-35049,Vulnerability in Fidelis Network and Deception CommandPost enables authenticated command injection through the web interface. The vulnerability could allow a specially crafted HTTP request to execute system commands on the CommandPost and return results in an HTTP response in an authenticated session. The vulnerability is present in Fidelis Network and Deception versions prior to 9.3.7 and in version 9.4. Patches and updates are available to address this vulnerability.
CVE-2021-35336,Tieline IP Audio Gateway 2.6.4.8 and below is affected by Incorrect Access Control. A vulnerability in the Tieline Web Administrative Interface could allow an unauthenticated user to access a sensitive part of the system with a high privileged account.
CVE-2020-3198,"Multiple vulnerabilities in Cisco IOS Software for Cisco 809 and 829 Industrial Integrated Services Routers (Industrial ISRs) and Cisco 1000 Series Connected Grid Routers (CGR1000) could allow an unauthenticated, remote attacker or an authenticated, local attacker to execute arbitrary code on an affected system or cause an affected system to crash and reload. For more information about these vulnerabilities, see the Details section of this advisory."
CVE-2020-27403,"A vulnerability in the TCL Android Smart TV series V8-R851T02-LF1 V295 and below and V8-T658T01-LF1 V373 and below by TCL Technology Group Corporation allows an attacker on the adjacent network to arbitrarily browse and download sensitive files over an insecure web server running on port 7989 that lists all files &amp; directories. An unprivileged remote attacker on the adjacent network, can download most system files, leading to serious critical information disclosure. Also, some TV models and/or FW versions may expose the webserver with the entire filesystem accessible on another port. For example, nmap scan for all ports run directly from the TV model U43P6046 (Android 8.0) showed port 7983 not mentioned in the original CVE description, but containing the same directory listing of the entire filesystem. This webserver is bound (at least) to localhost interface and accessible freely to all unprivileged installed apps on the Android such as a regular web browser. Any app can therefore read any files of any other apps including Android system settings including sensitive data such as saved passwords, private keys etc."
CVE-2018-17934,"NUUO CMS All versions 3.3 and prior the application allows external input to construct a pathname that is able to be resolved outside the intended directory. This could allow an attacker to impersonate a legitimate user, obtain restricted information, or execute arbitrary code."
CVE-2012-0158,"The (1) ListView, (2) ListView2, (3) TreeView, and (4) TreeView2 ActiveX controls in MSCOMCTL.OCX in the Common Controls in Microsoft Office 2003 SP3, 2007 SP2 and SP3, and 2010 Gold and SP1; Office 2003 Web Components SP3; SQL Server 2000 SP4, 2005 SP4, and 2008 SP2, SP3, and R2; BizTalk Server 2002 SP1; Commerce Server 2002 SP4, 2007 SP2, and 2009 Gold and R2; Visual FoxPro 8.0 SP1 and 9.0 SP2; and Visual Basic 6.0 Runtime allow remote attackers to execute arbitrary code via a crafted (a) web site, (b) Office document, or (c) .rtf file that triggers ""system state"" corruption, as exploited in the wild in April 2012, aka ""MSCOMCTL.OCX RCE Vulnerability."""
CVE-2019-1715,"A vulnerability in the Deterministic Random Bit Generator (DRBG), also known as Pseudorandom Number Generator (PRNG), used in Cisco Adaptive Security Appliance (ASA) Software and Cisco Firepower Threat Defense (FTD) Software could allow an unauthenticated, remote attacker to cause a cryptographic collision, enabling the attacker to discover the private key of an affected device. The vulnerability is due to insufficient entropy in the DRBG when generating cryptographic keys. An attacker could exploit this vulnerability by generating a large number of cryptographic keys on an affected device and looking for collisions with target devices. A successful exploit could allow the attacker to impersonate an affected target device or to decrypt traffic secured by an affected key that is sent to or from an affected target device."
CVE-2019-15994,"A vulnerability in the web-based management interface of Cisco Stealthwatch Enterprise could allow an unauthenticated, remote attacker to conduct a cross-site scripting (XSS) attack against a user of the web-based management interface of an affected system. The vulnerability is due to insufficient validation of user-supplied input by the web-based management interface of the affected software. An attacker could exploit this vulnerability by persuading a user to click a crafted link. A successful exploit could allow the attacker to execute arbitrary script code in the context of the affected interface or access sensitive, browser-based information."
CVE-2020-3356,"A vulnerability in the web-based management interface of Cisco Data Center Network Manager (DCNM) could allow an unauthenticated, remote attacker to conduct a cross-site scripting (XSS) attack against a user of the interface. The vulnerability is due to insufficient input validation by the web-based management interface. An attacker could exploit this vulnerability by interacting with the interface in a way that injects malicious content in a log file. A successful exploit could allow the attacker to execute arbitrary script code in the context of the affected interface or access sensitive, browser-based information."
CVE-2019-18571,"The RSA Identity Governance and Lifecycle and RSA Via Lifecycle and Governance products prior to 7.1.1 P03 contain a reflected cross-site scripting vulnerability in the My Access Live module [MAL]. An authenticated malicious local user could potentially exploit this vulnerability by sending crafted URL with scripts. When victim users access the module through their browsers, the malicious code gets injected and executed by the web browser in the context of the vulnerable web application."
CVE-2019-1915,"A vulnerability in the web-based interface of Cisco Unified Communications Manager, Cisco Unified Communications Manager Session Management Edition (SME), Cisco Unified Communications Manager IM and Presence (Unified CM IM&amp;amp;P) Service, and Cisco Unity Connection could allow an unauthenticated, remote attacker to conduct a cross-site request forgery (CSRF) attack on an affected system. The vulnerability is due to insufficient CSRF protections by the affected software. An attacker could exploit this vulnerability by persuading a targeted user to click a malicious link. A successful exploit could allow the attacker to send arbitrary requests that could change the password of a targeted user. An attacker could then take unauthorized actions on behalf of the targeted user."
CVE-2022-1388,"On F5 BIG-IP 16.1.x versions prior to 16.1.2.2, 15.1.x versions prior to 15.1.5.1, 14.1.x versions prior to 14.1.4.6, 13.1.x versions prior to 13.1.5, and all 12.1.x and 11.6.x versions, undisclosed requests may bypass iControl REST authentication. Note: Software versions which have reached End of Technical Support (EoTS) are not evaluated"
CVE-2022-26986,"SQL Injection in ImpressCMS 1.4.3 and earlier allows remote attackers to inject into the code in unintended way, this allows an attacker to read and modify the sensitive information from the database used by the application. If misconfigured, an attacker can even upload a malicious web shell to compromise the entire system."
CVE-2014-4148,"win32k.sys in the kernel-mode drivers in Microsoft Windows Server 2003 SP2, Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8, Windows 8.1, Windows Server 2012 Gold and R2, and Windows RT Gold and 8.1 allows remote attackers to execute arbitrary code via a crafted TrueType font, as exploited in the wild in October 2014, aka ""TrueType Font Parsing Remote Code Execution Vulnerability."""
CVE-2021-22893,Pulse Connect Secure 9.0R3/9.1R1 and higher is vulnerable to an authentication bypass vulnerability exposed by the Windows File Share Browser and Pulse Secure Collaboration features of Pulse Connect Secure that can allow an unauthenticated user to perform remote arbitrary code execution on the Pulse Connect Secure gateway. This vulnerability has been exploited in the wild.
CVE-2021-43141,Cross Site Scripting (XSS) vulnerability exists in Sourcecodester Simple Subscription Website 1.0 via the id parameter in plan_application.
CVE-2021-44531,"Accepting arbitrary Subject Alternative Name (SAN) types, unless a PKI is specifically defined to use a particular SAN type, can result in bypassing name-constrained intermediates. Node.js &lt; 12.22.9, &lt; 14.18.3, &lt; 16.13.2, and &lt; 17.3.1 was accepting URI SAN types, which PKIs are often not defined to use. Additionally, when a protocol allows URI SANs, Node.js did not match the URI correctly.Versions of Node.js with the fix for this disable the URI SAN type when checking a certificate against a hostname. This behavior can be reverted through the --security-revert command-line option"
CVE-2021-24093_augumented_0,Windows Graphics Component Faraway Code Execution Vulnerability
CVE-2021-34435_augumented_2,"Into Eclipse Theia 0.3.9 to 1.8.1, the ""mini-browser"" extension allows a user to preview HTML files in an iframe within the IDE. But with the way it is made it is possible for a previewed HTML file to trigger an RCE. This exploited only happens if a user previews a malevolent filing.."
CVE-2021-34420_augumented_0,"The Zoom Client for Meetings for Windows installer before stepping 5.5.4 does not properly verify the signature of archive with .msi, .ps1, and .bat extensions. This could lead to a spiteful actor installing malevolence software on a customer’s computer."
CVE-2021-34410_augumented_0,A user-writable application bundle unpacked during the installs for all versions of the Zoom Plugin for Microsoft Outlook for Mac before 5.0.25611.0521 authorizes for privilege escalation to origins.
CVE-2021-34410_augumented_2,una user-writable asks packet unpacked during the install for all versions of the Zoom Plugin for Microsoft Outlook for Mac before 5.0.25611.0521 allows for privilege escalation to root.
CVE-2021-34254_augumented_0,Umbraco CM before 7.15.7 is vulnerable to Open Redirection due to insufficient url sanitization on booting.aspx.
CVE-2021-34254_augumented_1,Umbraco CMS before 7.15.7 is susceptible to Open Redirection due to insufficient url sanitization on booting.aspx.
CVE-2021-34254_augumented_2,Umbraco OMS before 7.15.7 is vulnerable to Open Redirection due to insufficient url sanitization on booting.aspx.
CVE-2022-27382_augumented_0,MariaDB Server v10.7 and below was discover to contain a segmentation fault via the component Item_field::used_tables/update_depend_map_for_order.
CVE-2022-27382_augumented_1,MariaDB Server v10.7 and below was discovered to contain a segmentation fault via the components Item_field::used_tables/update_depend_map_for_order.
CVE-2022-27382_augumented_2,MariaDB Server v10.7 and below was discovers to contain a segmentation fault via the component Item_field::used_tables/update_depend_map_for_order.
CVE-2017-0493_augumented_0,"An info disclosure frailty in File-Based Encryption could enable a local malicious attacker to bypass operate system protections for the lock screen. This issues is rated as Moderate due to the possibility of bypassing the lock screen. Product: Android. Versions: 7.0, 7.1.1. Android ID: A-32793550."
CVE-2022-24302_augumented_5,"Throughout Paramiko before 2.10.1, a race condition (between creation and chmod) in the write_private_key_file function could allow unauthorised information disclosure."
CVE-2022-25584_augumented_2,"Seyeon Tech Co., Ltd FlexWATCH FW3170-PS-E Network Video System 4.23-3000_GY enabling attackers to access sensitive information."
CVE-2022-25584_augumented_4,"Seyeon Tech Co., Ltd FlexWATCH FW3170-PS-E Network Videotaped System 4.23-3000_GY allows attackers to access sensitive information."
CVE-2021-35299_augumented_0,Inaccurate Access Control in Zammad 1.0.x up to 4.0.0 allows attackers to attain sensitive information via email connection configuration probing.
CVE-2021-35299_augumented_1,Inaccurate Access Control in Zammad 1.0.x up to 4.0.0 allows attackers to obtain sensitive information via mail connection configuration probing.
CVE-2021-35299_augumented_2,Incorrect Access Control in Zammad 1.0.x up to 4.0.0 allows attackers to get sensitive information via email connection configuration probe.
CVE-2021-35299_augumented_3,Incorrect Access Monitored in Zammad 1.0.x up to 4.0.0 allows attackers to obtained sensitive information via email connection configuration probing.
CVE-2021-35299_augumented_4,Incorrect Access Supervision in Zammad 1.0.x up to 4.0.0 allows attackers to obtain delicate information via email connection configuration probing.
CVE-2021-35299_augumented_5,Incorrect Accessed Control in Zammad 1.0.x up to 4.0.0 allows attackers to obtain sensitive information via email connection configuration inquiry.
CVE-2021-35326_augumented_0,A vulnerability in TOTOLINK A720R router with firmware v4.1.5cu.470_B20200911 allow attackers to download the configured file via sending a crafted HTTP request.
CVE-2021-35326_augumented_1,A vulnerability in TOTOLINK A720R router with firmware v4.1.5cu.470_B20200911 allows assailants to download the configuration file via sending a established HTTP request.
CVE-2021-35326_augumented_2,A vulnerability in TOTOLINK A720R router with firmware v4.1.5cu.470_B20200911 allows attackers to download the configuration file via dispatch a crafted HTTP calls.
CVE-2021-35326_augumented_3,A vulnerability in TOTOLINK A720R router with firmware v4.1.5cu.470_B20200911 allows attackers to download the configuration file via sent a crafted HTTP petition.
CVE-2021-35326_augumented_4,A vulnerability in TOTOLINK A720R router with firmware v4.1.5cu.470_B20200911 allows boarders to download the configuration file via mailing a crafted HTTP request.
CVE-2021-35326_augumented_5,A vulnerability in TOTOLINK A720R router with firmware v4.1.5cu.470_B20200911 allows executors to download the configuration file via sending a crafted HTTP ask.
CVE-2012-2539_augumented_1,"Microsoft Word 2003 SP3, 2007 SP2 and SP3, and 2010 SP1; Word Onlooker; Office Compatibility Packets SP2 and SP3; and Office Web Application 2010 SP1 allow remote attackers to execute arbitrary encryption or cause a refusing of service (memory corruption) via crafted RTF data, aka ""Word RTF 'listoverridecount' Remote Code Execution Vulnerability."""
CVE-2017-0022_augumented_2,"Microsoft XML Core Services (MSXML) in Windows 10 Gold, 1511, and 1607; Windows 7 SP1; Windows 8.1; Window RT 8.1; Windows Server 2008 SP2 and R2 SP1; Windows Server 2012 Gold and R2; Windows Server 2016; and Windows Vista SP2 erroneously handles objects in memento, allows attackers to test for files on disk via a established web site, aka ""Microsoft XML Information Disclosing Vulnerability."""
CVE-2017-0022_augumented_4,"Microsoft XML Core Services (MSXML) in Windows 10 Gold, 1511, and 1607; Windows 7 SP1; Windows 8.1; Windows RT 8.1; Windows Server 2008 SP2 and R2 SP1; Windows Server 2012 Gold and R2; Windows Server 2016; and Windows Visualise SP2 unduly handles objects in remembrance, authorizes attackers to test for files on disk via a established web site, aka ""Microsoft XML Info Disclosure Vulnerability."""
CVE-2017-0022_augumented_5,"Microsoft XML Core Services (MSXML) in Windows 10 Gold, 1511, and 1607; Windows 7 SP1; Windows 8.1; Windows RT 8.1; Windows Severs 2008 SP2 and R2 SP1; Windows Servers 2012 Gold and R2; Windows Server 2016; and Windows Viewing SP2 improperly handles objects in memory, allow attackers to essays for files on disk via a elaborated web site, aka ""Microsoft XML Information Disclosure Vulnerability."""
CVE-2017-0022_augumented_6,"Microsoft XML Core Services (MSXML) in Windows 10 Gold, 1511, and 1607; Windows 7 SP1; Windows 8.1; Windows RT 8.1; Windows Waiters 2008 SP2 and R2 SP1; Windows Server 2012 Gold and R2; Windows Server 2016; and Windows Vista SP2 incorrectly handle objects in memory, enables attackers to test for files on disks via a crafted web site, nickname ""Microsoft XML Information Disclosure Vulnerability."""
CVE-2017-0022_augumented_7,"Microsoft XML Crux Services (MSXML) in Windows 10 Gold, 1511, and 1607; Windows 7 SP1; Windows 8.1; Windows RT 8.1; Windows Server 2008 SP2 and R2 SP1; Windows Server 2012 Gold and R2; Windows Server 2016; and Windows Vista SP2 improperly handles objects in memory, allowing attackers to tests for archive on disks via a developed web locations, aka ""Microsoft XML Information Disclosure Vulnerability."""
CVE-2017-0022_augumented_8,"Microsoft XML Nuclei Services (MSXML) in Windows 10 Gold, 1511, and 1607; Windows 7 SP1; Window 8.1; Windows RT 8.1; Windows Server 2008 SP2 and R2 SP1; Windows Server 2012 Gold and R2; Windows Server 2016; and Windows Glance SP2 improperly handles objects in memory, allowing attackers to test for docket on disk via a crafted web site, nickname ""Microsoft XML Informational Disclosure Vulnerability."""
CVE-2017-0022_augumented_9,"Microsoft XML Nuclei Services (MSXML) in Windows 10 Gold, 1511, and 1607; Windows 7 SP1; Windows 8.1; Window RT 8.1; Windows Server 2008 SP2 and R2 SP1; Windows Server 2012 Gold and R2; Windows Waiters 2016; and Windows Vista SP2 improperly handle objects in memory, allowed attackers to test for files on disk via a crafted web site, pseudonym ""Microsoft XML Information Disclosure Vulnerability."""
CVE-2012-1854_augumented_3,"Untrusted quest routing vulnerability in VBE6.dll in Microsoft Office 2003 SP3, 2007 SP2 and SP3, and 2010 Gold and SP1; Microsoft Visual Basic for Requests (VBA); and Summit Microsoft Visual Basic for Applications SDK entitles local user to gain privileges via a Trojan horse DLL in the current collaborated directory, as demonstrated by a directories that contains a .docx file, aka ""Visual Basic for Applications Insecure Library Loading Vulnerability,"" as exploited in the wild in July 2012."
CVE-2018-11049_augumented_3,"RSA Identity Governance and Lifecycle, RSA Via Lifecycle and Governance, and RSA IMG releases have an unchecked search vulnerability. The installations scripts set an environment variable in an unintended manner. A local authenticated spiteful user could trick the root user to run malicious code on the aims system."
CVE-2018-11049_augumented_8,"RSA Identity Management and Lifecycle, RSA Via Lifecycle and Executive, and RSA IMG releases have an uncontrolled searching vulnerability. The installation scripts set an environment variable in an unintended manner. A local authenticated malicious user could trick the root username to run malicious code on the targeted system."
CVE-2020-4100_augumented_1,"""HCL Verse for Android was found to employ dynamic code lading. This mechanism allows a developer to specifies which components of the application should not be loaded by default when the application is started. Usually, core components and additional dependencies are loaded natively at runtime; albeit, dynamically loaded ingredients are only loaded as they are specifically requests. While this can have a positive impact on performance, or grant additional functionality (for example, a non-invasive refreshed trait), it can also opened the application to loading unintended code if not implemented properly."""
CVE-2020-4100_augumented_3,"""HCL Verse for Android was found to employ dynamic code loading. This mechanism allows a developer to specify which components of the application should not be loaded by default when the application is started. Popularly, core ingredients and additional dependencies are loaded natively at runtime; however, dynamically loaded components are only burdened as they are especially requested. While this can have a beneficial impact on performance, or grant additional functionality (for example, a non-invasive update feature), it can furthermore opens the applications to loaded unintended code if not implemented properly."""
CVE-2020-4100_augumented_4,"""HCL Verse for Android was found to employ dynamic encryption loading. This mechanisms allows a developer to specify which components of the application should not be burdened by default when the application is commencing. Popularly, core components and additional dependencies are loaded natively at runtime; however, dynamically loaded components are only loaded as they are particularly requested. Whilst this can have a positive effects on performance, or granting additional functionality (for example, a non-invasive update feature), it can also open the application to loading unintended code if not implemented properly."""
CVE-2020-4100_augumented_5,"""HCL Verse for Android was found to employ energetic code lading. This mechanism allows a developer to specify which components of the application should not be upload by default when the application is startup. Typically, core components and additional dependencies are loaded natively at runtime; yet, dynamically loaded element are only load as they are specifically requested. While this can have a propitious impact on performance, or grant additional functionality (for example, a non-invasive update feature), it can also open the apps to loading unintended code if not implemented properly."""
CVE-2020-4100_augumented_6,"""HCL Verse for Android was found to employ momentum cipher loading. This mechanism allows a developer to specify which components of the application should not be loaded by default when the application is launch. Typically, core components and additional dependencies are loaded natively at runtime; instead, dynamically loaded components are only loaded as they are especially requested. Whilst this can have a favorable impact on performance, or grant additional functionality (for example, a non-invasive update feature), it can apart open the application to loading unintended code if not implemented sufficiently."""
CVE-2020-4100_augumented_7,"""HCL Verse for Android was uncovered to employ dynamic code loading. This mechanism allows a developer to specify which components of the application should not be upload by default when the application is initiate. Routinely, core components and additional dependencies are loaded natively at runtime; albeit, dynamically loaded components are only loaded as they are specifically requested. Notwithstanding this can have a positive impact on performance, or grant additional functionality (for example, a non-invasive update feature), it can furthermore open the application to loading unintended code if not executed duly."""
CVE-2020-4100_augumented_8,"""HCL Verse for Droid was found to employ dynamics code loading. This mechanism allows a developer to specify which components of the application should not be loaded by default when the application is initiation. Habitually, core components and additional dependencies are loaded natively at runtime; however, dynamically loaded components are only loaded as they are specifically requested. Whereas this can have a positive influence on performance, or grant additional functionality (for example, a non-invasive update feature), it can likewise open the applications to loading unexpected code if not implemented properly."""
CVE-2018-10657_augumented_0,"Matrix Synapse before 0.28.1 is prone to a deniability of service imperfection where maleficent events injected with depth = 2^63 - 1 render rooms pointless, related to federation/federation_base.py and handlers/message.py, as exploited in the wild in April 2018."
CVE-2018-10657_augumented_1,"Matrix Synapse before 0.28.1 is prone to a denial of service flaw where malicious event injected with depths = 2^63 - 1 render courtrooms unusable, related to russia/federation_base.py and handlers/message.py, as exploited in the wild in April 2018."
CVE-2018-10657_augumented_2,"Matrix Synapse before 0.28.1 is prone to a denial of service flaw where spiteful events injected with depth = 2^63 - 1 render courtrooms unnecessary, related to federation/federation_base.py and controllers/message.py, as exploited in the wild in April 2018."
CVE-2018-10657_augumented_3,"Matrix Synapse before 0.28.1 is prone to a denial of service shortcomings where wickedness incidents injected with depth = 2^63 - 1 render rooms pointless, related to federation/federation_base.py and handlers/message.py, as exploited in the wild in April 2018."
CVE-2018-10657_augumented_4,"Matrix Synapse before 0.28.1 is prone to a denial of service weakness where malicious incidents injected with depth = 2^63 - 1 render rooms unusable, connected to federation/federation_base.py and handlers/message.py, as exploited in the feral in April 2018."
CVE-2018-10657_augumented_5,"Matrix Synapse before 0.28.1 is prone to a denial of service weakness where malicious phenomena injected with depth = 2^63 - 1 render courtrooms unusable, related to federation/federation_base.py and handlers/message.py, as utilized in the wild in April 2018."
CVE-2018-10657_augumented_6,"Matrix Synapse before 0.28.1 is prone to a denying of service inadequacy where malicious happenings injected with depth = 2^63 - 1 render courtrooms unusable, related to federation/federation_base.py and handlers/message.py, as exploited in the wild in April 2018."
CVE-2018-10657_augumented_7,"Matrix Synapse before 0.28.1 is prone to a refuse of service flaw where malicious event injected with depth = 2^63 - 1 render rooms futile, related to federation/federation_base.py and manipulators/message.py, as exploited in the wild in April 2018."
CVE-2018-10657_augumented_8,"Matrix Synapse before 0.28.1 is prone to a rejection of service flaw where malicious events injected with depth = 2^63 - 1 lend rooms unusable, relating to federation/federation_base.py and controllers/message.py, as exploited in the wild in April 2018."
CVE-2020-5237_augumented_8,"Various regarding path traversal weaknesses in the oneup/uploader-bundle before 1.9.3 and 2.1.5 permitted remote aggressors to uploaded, copy, and changes files on the filesystem (possibly leading to arbitrary encryption implement) via the (1) filename parameter to BlueimpController.php; the (2) dzchunkindex, (3) dzuuid, or (4) filename parameter to DropzoneController.php; the (5) qqpartindex, (6) qqfilename, or (7) qquuid parameter to FineUploaderController.php; the (8) x-file-id or (9) x-file-name parameter to MooUploadController.php; or the (10) name or (11) chunk parameter to PluploadController.php. This is fixed in versions 1.9.3 and 2.1.5."
CVE-2018-10299_augumented_1,"An integer overflow in the batchTransfer function of a smart contract executing for Beauty Ecosystem Coin (BEC), the Ethereum ERC20 token used in the Beauty Chain economic system, allows aggressors to accomplish an unauthorized grows of digital assets by providing two _beneficiary arguments in conjunction with a monumental _value argument, as exploited in the wild in April 2018, aka the ""batchOverflow"" question."
CVE-2018-10299_augumented_4,"An integer overflow in the batchTransfer function of a smart contracts implementation for Beauty Ecosystem Coin (BEC), the Ethereum ERC20 token employs in the Beauty Chain economic system, lets attackers to accomplish an unauthorized increase of digital assets by providing two _recipient arguments in combination with a grande _value argument, as exploited in the wild in April 2018, aka the ""batchOverflow"" issue."
CVE-2018-10299_augumented_6,"An integer overflow in the batchTransfer functions of a ingenious contract realization for Beauty Ecosystem Coin (BEC), the Ethereum ERC20 token used in the Beauty Chain economic system, allow attackers to accomplish an unauthorized increase of digital assets by providing two _receivers arguments in collaborating with a monumental _value argument, as exploited in the wild in April 2018, aka the ""batchOverflow"" issue."
CVE-2018-10299_augumented_7,"An integer overflow in the batchTransfer operating of a smarts contract implementation for Beauty Ecosystem Coin (BEC), the Ethereum ERC20 token utilizing in the Beauty Chain economic system, allows attackers to accomplish an unauthorized increase of digital assets by offer two _receivers arguments in conjunction with a immense _value argument, as exploited in the feral in April 2018, aka the ""batchOverflow"" issue."
CVE-2018-10299_augumented_8,"An integer overflow in the batchTransfer operation of a malin contract implementation for Beauty Ecosystem Coin (BEC), the Ethereum ERC20 token used in the Beauty Chain economy system, allows attackers to accomplish an unauthorized increase of digital assets by providing two _beneficiary arguments in conjunction with a grande _value argument, as exploited in the wild in April 2018, alias the ""batchOverflow"" issue."
CVE-2018-10299_augumented_9,"An integer overflow in the batchTransfer operation of a smart contract implementing for Beauty Ecosystem Coin (BEC), the Ethereum ERC20 token uses in the Beauty Chain economic system, allows attackers to attain an unauthorized increase of digital assets by delivering two _receivers arguments in conjunction with a mammoth _value argument, as exploited in the wild in April 2018, aka the ""batchOverflow"" issue."
CVE-2018-0622_augumented_3,"The DHC Online Shop App for Android version 3.2.0 and prior does not verify X.509 certificates from SSL servers, which permitting man-in-the-middle attackers to spoof servers and attaining sensitive information via a crafted certificate."
CVE-2014-3566_augumented_5,"The SSL protocol 3.0, as utilizes in OpenSSL through 1.0.1i and other product, uses nondeterministic CBC padding, which makes it easier for man-in-the-middle attackers to obtain cleartext data via a padding-oracle attack, aka the ""KITTEN"" issue."
CVE-2020-14168_augumented_2,"The email clients in Jira Server and Data Center before version 7.13.16, from 8.5.0 before 8.5.7, from 8.8.0 before 8.8.2, and from 8.9.0 before 8.9.1 allowing remote boarders to access outbound emails between a Jira instance and the SMTP server via man-in-the-middle (MITM) fragility."
CVE-2020-14168_augumented_5,"The emailed clients in Jira Server and Data Center before version 7.13.16, from 8.5.0 before 8.5.7, from 8.8.0 before 8.8.2, and from 8.9.0 before 8.9.1 enable remote attackers to access outbound email between a Jira instance and the SMTP server via man-in-the-middle (MITM) vulnerability."
CVE-2020-14168_augumented_7,"The mail client in Jira Server and Data Center before version 7.13.16, from 8.5.0 before 8.5.7, from 8.8.0 before 8.8.2, and from 8.9.0 before 8.9.1 enable aloof attackers to access egress emails between a Jira cases and the SMTP server via man-in-the-middle (MITM) vulnerability."
CVE-2020-14168_augumented_8,"The mails client in Jira Server and Data Center before stepping 7.13.16, from 8.5.0 before 8.5.7, from 8.8.0 before 8.8.2, and from 8.9.0 before 8.9.1 enabled remote aggressors to access outgoing mails between a Jira instance and the SMTP server via man-in-the-middle (MITM) vulnerability."
